PDBID,Y,Y_mean,Y_var
5SDZ,7.853871822357178,6.769001483917236,1.1939467191696167
5SE0,7.3565473556518555,6.876701354980469,1.169356107711792
5SE1,9.886056900024414,8.109344482421875,2.4259979724884033
5SE5,7.552842140197754,6.545722007751465,1.305149793624878
5SE9,9.187087059020996,6.659800052642822,0.5785186290740967
5SEB,4.676372528076172,7.499675273895264,2.165759325027466
5SEF,8.366531372070312,9.352992057800293,0.677077054977417
5SEJ,3.602060079574585,5.5644402503967285,1.870839238166809
5SEM,7.187086582183838,3.9170126914978027,2.1430411338806152
5SEQ,8.091514587402344,6.451267242431641,2.2079732418060303
5SET,3.774690628051758,5.166723728179932,1.618180751800537
5SEW,6.669992446899414,5.376950740814209,1.9995250701904297
5SF1,8.086186408996582,7.122847080230713,1.2476017475128174
5SF4,8.30980396270752,7.999192237854004,1.2076637744903564
5SF6,8.449771881103516,4.09097146987915,3.029432535171509
5SF8,6.001740455627441,3.8510782718658447,1.1540733575820923
5SFB,8.30980396270752,5.856799125671387,2.981088161468506
5SFD,7.980053424835205,4.720982551574707,1.7621206045150757
5SFF,5.686132907867432,5.545994758605957,3.6374588012695312
5SFH,7.970616340637207,7.873576641082764,1.0924078226089478
5SFI,7.070580959320068,4.150714874267578,0.9523605108261108
5SFL,8.301030158996582,7.025936603546143,0.9218271970748901
5SFN,8.698969841003418,7.452771186828613,1.308104395866394
5SFS,9.0,6.992239475250244,2.738240957260132
5SFT,7.501689434051514,6.6563262939453125,2.783588409423828
5SFU,8.920818328857422,6.610107898712158,2.3510801792144775
5SFW,7.728158473968506,5.869395732879639,1.8532655239105225
5SG1,7.0565056800842285,5.615539073944092,1.0010449886322021
5SG6,7.863279342651367,6.384089946746826,1.7099380493164062
5SG9,8.508638381958008,7.557358264923096,1.6865100860595703
5SGN,7.714442729949951,7.063313961029053,0.8139638304710388
5SGT,8.677781105041504,6.255215167999268,1.4860315322875977
5SGX,8.346787452697754,6.511500835418701,2.0002338886260986
5SH3,8.346787452697754,6.300590991973877,2.193634510040283
5SH9,8.537602424621582,7.3595709800720215,1.6711468696594238
5SHA,8.09691047668457,5.5044379234313965,1.8491462469100952
5SHD,7.79587984085083,6.695127964019775,1.3522058725357056
5SHT,9.327901840209961,8.212883949279785,1.1677920818328857
5SIB,7.06048059463501,7.76108455657959,2.3105955123901367
5SIJ,8.823908805847168,7.53529691696167,1.042909026145935
5SJG,8.508638381958008,7.252894878387451,1.362286925315857
5SJL,6.539102077484131,7.931790828704834,0.41025930643081665
5SJS,4.225482940673828,3.66864013671875,3.339665174484253
5SKK,7.374070644378662,6.754024982452393,1.722644567489624
5SKV,8.239577293395996,7.680584907531738,0.5636842846870422
6LR4,7.211760997772217,7.474174499511719,0.8498847484588623
6M2B,8.57186508178711,7.526590824127197,1.2782737016677856
6TRX,7.202870845794678,6.520232677459717,0.9300129413604736
